GeneInteraction,bait,prey,mssEffect,mss_direction,posCtl_Interaction,posCtl_source,denom_type,ctl_bait,ctl_prey,r_pair_DMSO,r_posCtl_DMSO,ratio_DMSO,diff_DMSO,r_pair_Vorino,r_posCtl_Vorino,ratio_Vorino,diff_Vorino,delta_ratio,delta_diff,ratio_DMSO_lo,ratio_DMSO_hi,ratio_Vorino_lo,ratio_Vorino_hi,diff_DMSO_lo,diff_DMSO_hi,diff_Vorino_lo,diff_Vorino_hi,at_or_above_DMSO,above_CI_DMSO,below_CI_DMSO,at_or_above_Vorino,above_CI_Vorino,below_CI_Vorino,measurable
PPP1CA_PPP1R13L,PPP1CA,PPP1R13L,up,increase,PPP1CA_RIF1,Diff_Ppi,differential,PPP1CA,RIF1,0.19203803584189882,0.09774236944802905,1.964736857990823,0.09429566639386977,0.16659877810689425,0.13953371101594772,1.1939679443332025,0.027065067090946526,-0.7707689136576206,-0.06723059930292324,1.31852582724262,3.3728400808513097,0.8032991786045804,1.8456087882151004,0.046027394022976176,0.1693966433273535,-0.030093797706170513,0.09914252565881533,True,True,False,True,False,False,True
PPP1CA_RIF1,PPP1CA,RIF1,down,decrease,PPP1CA_RIF1,Diff_Ppi,self,PPP1CA,RIF1,0.09774236944802905,0.09774236944802905,1.0,0.0,0.13953371101594772,0.13953371101594772,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
PPP1CA_TP53BP2,PPP1CA,TP53BP2,up,increase,PPP1CA_RIF1,Diff_Ppi,differential,PPP1CA,RIF1,0.1501755829687328,0.09774236944802905,1.5364430371066786,0.052433213520703736,0.17511008167709144,0.13953371101594772,1.2549661325719172,0.03557637066114372,-0.2814769045347614,-0.016856842859560017,0.9626803836972148,2.719136897276726,0.8479338106735179,1.9807254456819943,-0.005312490720900687,0.11688788210950393,-0.024674375059788454,0.10709921934605166,True,False,False,True,False,False,True
PPP1CC_EPPK1,PPP1CC,EPPK1,up,increase,PPP1CC_MCM4,NonApms_Ppi,insig,PPP1CC,MCM4,0.15320819369828104,0.18525395738386324,0.8270171167292236,-0.03204576368558221,0.17246072857727193,0.16025154095891075,1.0761876456557236,0.012209187618361178,0.24917052892649993,0.044254951303943385,0.5701336746088667,1.1483980613551497,0.769954801772241,1.51512358165707,-0.08958463686121847,0.022388027828921506,-0.04529158444013142,0.06631195896726905,False,False,False,True,False,False,True
PPP1CC_GAK,PPP1CC,GAK,down,decrease,PPP1CC_MCM4,NonApms_Ppi,insig,PPP1CC,MCM4,0.18435964870470267,0.18525395738386324,0.9951725259109716,-0.0008943086791605714,0.14043713973884575,0.16025154095891075,0.8763543794867751,-0.019814401220065003,-0.11881814642419652,-0.018920092540904432,0.7027409704362676,1.412073224296944,0.5914205551925023,1.273363218299105,-0.06651440341197373,0.06133412506826411,-0.07289730102571093,0.039239307938422584,False,False,False,False,False,False,True
PPP1CC_MCM4,PPP1CC,MCM4,insig,posctl,PPP1CC_MCM4,NonApms_Ppi,self,PPP1CC,MCM4,0.18525395738386324,0.18525395738386324,1.0,0.0,0.16025154095891075,0.16025154095891075,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
PPP4C_CCDC6,PPP4C,CCDC6,up,increase,PPP4C_CCDC6,Diff_Ppi,self,PPP4C,CCDC6,0.09945012415726233,0.09945012415726233,1.0,0.0,0.1467618998237243,0.1467618998237243,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
PRMT1_CSNK2A2,PRMT1,CSNK2A2,up,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.177871257572289,0.1554735821698553,1.1440609722233337,0.022397675402433703,0.21866030205077805,0.09435732276175271,2.3173644148730657,0.12430297928902534,1.173303442649732,0.10190530388659164,0.7865075403288407,1.736413109863521,1.4860075253516407,5.242385022566482,-0.05242655332044926,0.07524497645157498,0.06326031794023879,0.18937604193540267,True,False,False,True,True,False,True
PRMT1_FAM184B,PRMT1,FAM184B,lost,decrease,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.08162333640528766,0.1554735821698553,0.5249981074991502,-0.07385024576456764,0.08155411894157984,0.09435732276175271,0.8643114975559418,-0.012803203820172873,0.3393133900567916,0.06104704194439477,0.3086004565932205,0.7866918661094714,0.355071104265202,2.0663765549300774,-0.1569681485331306,-0.025518155287959678,-0.08115750686009626,0.051009840444479614,False,False,True,False,False,False,True
PRMT1_MYCN,PRMT1,MYCN,gained,increase,PRMT1_MYCN,Diff_Ppi,self,PRMT1,MYCN,0.1554735821698553,0.1554735821698553,1.0,0.0,0.09435732276175271,0.09435732276175271,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
PRMT1_PRKACA,PRMT1,PRKACA,up,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.13672223690556504,0.1554735821698553,0.87939208061853,-0.01875134526429026,0.21564298126379516,0.09435732276175271,2.2853868142092413,0.12128565850204245,1.4059947335907113,0.1400370037663327,0.5779779627713366,1.2923352201947054,1.3658494118410025,5.530543680878194,-0.10156932738996047,0.033648795427742774,0.051835950358545116,0.18878197038732203,False,False,False,True,True,False,True
PRMT1_S100A9,PRMT1,S100A9,up,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.10310009167805954,0.1554735821698553,0.6631357574653578,-0.05237349049179575,0.17200272022306712,0.09435732276175271,1.822886822015552,0.07764539746131441,1.1597510645501943,0.13001888795311017,0.410353389926591,1.018998399689529,1.111492046948474,3.9023962354897956,-0.14065501498696611,0.0022139430385600253,0.01383334171503505,0.14454800418209596,False,False,False,True,True,False,True
PRMT1_SHROOM3,PRMT1,SHROOM3,up,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
PRMT1_STRBP,PRMT1,STRBP,up,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.12613423523168538,0.1554735821698553,0.8112904679451162,-0.02933934693816992,0.21623388934326132,0.09435732276175271,2.2916492648826052,0.12187656658150861,1.4803587969374892,0.15121591351967853,0.4976171481654239,1.2721146245859392,1.3296471405017767,5.646227236425697,-0.12437567457116337,0.028501076457401204,0.048582050984666336,0.19716088803199439,False,False,False,True,True,False,True
PRMT1_ZNF706,PRMT1,ZNF706,gained,increase,PRMT1_MYCN,Diff_Ppi,differential,PRMT1,MYCN,0.12214208774499526,0.1554735821698553,0.7856131314421939,-0.03333149442486004,0.16898336310585899,0.09435732276175271,1.7908876403004048,0.07462604034410628,1.005274508858211,0.10795753476896632,0.5029441667787066,1.1780478356063537,0.9815895976413663,4.157418096208213,-0.11384638840339187,0.02451558174190073,-0.002242475025561521,0.15739609402482735,False,False,False,True,False,False,True
SIRT2_TUBB2B,SIRT2,TUBB2B,gained,increase,SIRT2_TUBB2B,Diff_Ppi,self,SIRT2,TUBB2B,0.16088278981693188,0.16088278981693188,1.0,0.0,0.19366965594885674,0.19366965594885674,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
SMARCA4_AP2M1,SMARCA4,AP2M1,up,increase,SMARCA4_BCL7B,Apms_Ppi,insig,SMARCA4,BCL7B,0.21129267216932052,0.22153682711994876,0.9537586816431127,-0.010244154950628248,0.22021692972516088,0.14328479826715235,1.5369176101610567,0.07693213145800853,0.5831589285179439,0.08717628640863678,0.699571306879863,1.276750599001801,0.9749371982549142,2.5893939884407695,-0.07362614324185976,0.053972944447392465,-0.004549278798719633,0.15895447958286463,False,False,False,True,False,False,True
SMARCA4_DPF2,SMARCA4,DPF2,down,decrease,SMARCA4_BCL7B,Apms_Ppi,insig,SMARCA4,BCL7B,0.2140997844531489,0.22153682711994876,0.9664297680729481,-0.00743704266679987,0.17163820247586428,0.14328479826715235,1.1978814539407554,0.028353404208711935,0.2314516858678073,0.035790446875511805,0.7123559645425991,1.3105774156433307,0.763676016571266,2.044306894695018,-0.07343828888781592,0.05873619043814145,-0.04353292543121017,0.10168858192859784,False,False,False,True,False,False,True
SMARCA4_GNAI2,SMARCA4,GNAI2,up,increase,SMARCA4_BCL7B,Apms_Ppi,insig,SMARCA4,BCL7B,0.23567500668699348,0.22153682711994876,1.063818642484167,0.014138179567044717,0.17421461972188867,0.14328479826715235,1.215862546681806,0.030929821454736328,0.15204390419763913,0.01679164188769161,0.760053196793736,1.4543444936450902,0.7656382359936805,2.083701970672208,-0.060127323845796846,0.08294553297123755,-0.04318033640775727,0.10479233606081882,True,False,False,True,False,False,True
SMARCA4_BCL7B,SMARCA4,BCL7B,insig,posctl,SMARCA4_BCL7B,Apms_Ppi,self,SMARCA4,BCL7B,0.22153682711994876,0.22153682711994876,1.0,0.0,0.14328479826715235,0.14328479826715235,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
USP7_CUL3,USP7,CUL3,up,increase,USP7_DNMT1,Apms_Ppi,insig,USP7,DNMT1,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
USP7_DNMT1,USP7,DNMT1,insig,posctl,USP7_DNMT1,Apms_Ppi,self,USP7,DNMT1,0.06768824929929859,0.06768824929929859,1.0,0.0,0.1996237855063649,0.1996237855063649,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
YWHAE_CAMSAP3,YWHAE,CAMSAP3,up,increase,YWHAE_CAMSAP3,Diff_Ppi,self,YWHAE,CAMSAP3,0.16094749029293134,0.16094749029293134,1.0,0.0,0.20382496171989994,0.20382496171989994,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
YWHAE_CDR2L,YWHAE,CDR2L,gained,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.1871281524019171,0.16094749029293134,1.1626658611534473,0.02618066210898576,0.17180595831529788,0.20382496171989994,0.8429093123117904,-0.032019003404602064,-0.31975654884165683,-0.05819966551358782,0.8396447058861783,1.6304440745345294,0.6183757648473727,1.1484603484716316,-0.03169244193724971,0.09438417078298703,-0.08678665929448806,0.02700913193999094,True,False,False,False,False,False,True
YWHAE_CNN3,YWHAE,CNN3,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.16006895276233474,0.16094749029293134,0.9945414648653568,-0.000878537530596607,0.19448512743665172,0.20382496171989994,0.9541771812223706,-0.009339834283248222,-0.040364283642986165,-0.008461296752651615,0.6386192445360027,1.5887346432818017,0.6953205608750361,1.3071661209872292,-0.07786657311852932,0.07158267571552542,-0.06843628453970646,0.056480825357488745,False,False,False,False,False,False,True
YWHAE_CORO1A,YWHAE,CORO1A,gained,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.15559338899809744,0.16094749029293134,0.9667338627953178,-0.005354101294833907,0.23157158450539947,0.20382496171989994,1.1361296602308673,0.027746622785499525,0.16939579743554944,0.03310072408033343,0.6745421091929188,1.3733388032527347,0.855644803842181,1.5250195980656578,-0.05720377232408587,0.06063032679428079,-0.034865899567612275,0.0926910552711206,False,False,False,True,False,False,True
YWHAE_GIT1,YWHAE,GIT1,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.2042662821469389,0.16094749029293134,1.26914860104476,0.043318791854007554,0.21494319388289324,0.20382496171989994,1.0545479418672585,0.011118232162993291,-0.21460065917750137,-0.03220055969101426,0.9237045474558475,1.7635489185202695,0.8014767042931243,1.4025335431662966,-0.01815524259194904,0.09621927182868097,-0.046989289624794914,0.06827679347615864,True,False,False,True,False,False,True
YWHAE_GIT2,YWHAE,GIT2,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.14833890144602263,0.16094749029293134,0.9216602332601737,-0.012608588846908714,0.24937918681274598,0.20382496171989994,1.2234967920928521,0.04555422509284604,0.30183655883267846,0.058162813939754754,0.6195464485277365,1.3362678255477847,0.9232587977372292,1.6578493220838293,-0.08157291324500593,0.04408949573273631,-0.017521273368064378,0.1099570487892474,False,False,False,True,False,False,True
YWHAE_HAT1,YWHAE,HAT1,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.08822860275929414,0.16094749029293134,0.5481825320712631,-0.0727188875336372,0.15299063932461537,0.20382496171989994,0.7505981506566304,-0.05083432239528457,0.20241561858536727,0.02188456513835263,0.3345955644654021,0.816782569559165,0.4865197559544438,1.0938685906551748,-0.14314319397776024,-0.024147226868025156,-0.11531435785406255,0.017370820442206048,False,False,True,False,False,False,True
YWHAE_HTATSF1,YWHAE,HTATSF1,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
YWHAE_MYCBP2,YWHAE,MYCBP2,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.1396061086447684,0.16094749029293134,0.8674015878761409,-0.021341381648162933,0.21370140608602425,0.20382496171989994,1.0484555192984493,0.00987644436612431,0.1810539314223084,0.031217826014287242,0.5716535773147233,1.3356656551859052,0.7787565871588035,1.4528784154544219,-0.08714693220148399,0.04839941914008836,-0.05283010922412467,0.07979100266144296,False,False,False,True,False,False,True
YWHAE_PAK1,YWHAE,PAK1,gained,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.15153532927461644,0.16094749029293134,0.941520299563638,-0.009412161018314907,0.20688450337449094,0.20382496171989994,1.0150106327938158,0.0030595416545909915,0.07349033323017773,0.012471702672905899,0.5842671951611855,1.4471872473660676,0.740176921720655,1.349335586366355,-0.09507607581070697,0.05488056883229736,-0.05697541077167973,0.061649015415530924,False,False,False,True,False,False,True
YWHAE_SYNJ2,YWHAE,SYNJ2,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.14825380640103433,0.16094749029293134,0.9211315201697525,-0.012693683891897012,0.2121134652996655,0.20382496171989994,1.0406648111684955,0.008288503579765544,0.11953329099874299,0.020982187471662556,0.5933171423252235,1.390504676311797,0.7542478822793559,1.3858636971110334,-0.06495895801252213,0.06505238736393996,-0.057085936866397576,0.06739124943181923,False,False,False,True,False,False,True
YWHAE_TK1,YWHAE,TK1,gained,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.15217085256274795,0.16094749029293134,0.9454689370166038,-0.00877663773018339,0.24691623882009622,0.20382496171989994,1.211413149481726,0.04309127710019628,0.2659442124651221,0.05186791483037967,0.6739940589301339,1.348196027787002,0.9190907296840245,1.624407594297778,-0.062396375019649127,0.05464569968569015,-0.018157613247966574,0.10728509617857784,False,False,False,True,False,False,True
YWHAE_WDR7,YWHAE,WDR7,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.18622506702039407,0.16094749029293134,1.1570548051507759,0.025277576727462725,0.20185876366480543,0.20382496171989994,0.9903534972434019,-0.0019661980550945146,-0.16670130790737392,-0.02724377478255724,0.8463446523664889,1.6029016318006002,0.7452595040804489,1.3362603974727463,-0.027265555414630775,0.09215051785404153,-0.06133637308456609,0.05584504330158581,True,False,False,False,False,False,True
YWHAG_BAD,YWHAG,BAD,up,increase,YWHAG_YWHAE,Apms_Ppi,insig,YWHAG,YWHAE,0.17273917086827822,0.12288389357825817,1.4057104298885996,0.04985527729002005,0.23302861250678797,0.2150610147054901,1.0835465127229271,0.017967597801297863,-0.3221639171656725,-0.03188767948872219,0.6596041862105383,4.198105909693918,0.7888805684990318,1.52409093101234,-0.07668983261447385,0.14360497732153896,-0.05445054074568486,0.08794887331102341,True,False,False,True,False,False,True
YWHAG_C1orf116,YWHAG,C1orf116,up,increase,YWHAG_YWHAE,Apms_Ppi,insig,YWHAG,YWHAE,0.17618845349210208,0.12288389357825817,1.4337798743323273,0.053304559913843905,0.1994631385552934,0.2150610147054901,0.9274723214174507,-0.015597876150196699,-0.5063075529148766,-0.0689024360640406,0.6626748220326385,4.24281501196121,0.6472536242696952,1.3165778569128586,-0.07260884140063933,0.15152078463285304,-0.08884955039265219,0.05510613724796402,True,False,False,False,False,False,True
YWHAG_EML3,YWHAG,EML3,up,increase,YWHAG_YWHAE,Apms_Ppi,insig,YWHAG,YWHAE,0.16442826775861616,0.12288389357825817,1.3380782702323848,0.04154437418035799,0.2537302744168922,0.2150610147054901,1.1798059948910626,0.038669259711402115,-0.15827227534132216,-0.002875114468955872,0.6262883155686388,3.9516073102093805,0.9018352353386686,1.595415616400159,-0.08266499822479492,0.13784673134546557,-0.02615015084474308,0.10062479977652701,True,False,False,True,False,False,True
YWHAQ_PFKFB2,YWHAQ,PFKFB2,up,increase,YWHAQ_PFKFB2,Diff_Ppi,self,YWHAQ,PFKFB2,0.12797370180198164,0.12797370180198164,1.0,0.0,0.10619310228787776,0.10619310228787776,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
YWHAQ_SRGAP2,YWHAQ,SRGAP2,gained,increase,YWHAQ_PFKFB2,Diff_Ppi,differential,YWHAQ,PFKFB2,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
YWHAQ_FAM184B,YWHAQ,FAM184B,lost,decrease,YWHAQ_PFKFB2,Diff_Ppi,differential,YWHAQ,PFKFB2,0.0008969993150897367,0.12797370180198164,0.0070092472317296595,-0.1270767024868919,0.074056247783543,0.10619310228787776,0.6973734281044423,-0.03213685450433476,0.6903641808727126,0.09493984798255714,-0.3543422351718169,0.3992253148545427,0.21109296062264243,1.578199824452779,-0.19244277246224303,-0.06092637728966556,-0.10259285930321736,0.037999929174486725,False,False,True,False,False,False,True
YWHAE_EML3,YWHAE,EML3,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.17981600832237082,0.16094749029293134,1.1172339997044873,0.01886851802943948,0.26682996276025955,0.20382496171989994,1.3091132730197308,0.06300500104035961,0.19187927331524346,0.04413648301092013,0.8397956263530848,1.5222116243378012,1.034399282419603,1.7246883670871949,-0.03214812104394856,0.07620844703354421,0.008217046561737098,0.12003634952485653,True,False,False,True,True,False,True
YWHAE_YWHAG,YWHAE,YWHAG,up,increase,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.12288389357825817,0.16094749029293134,0.7635030117872867,-0.03806359671467317,0.2150610147054901,0.20382496171989994,1.0551259909030717,0.011236052985590161,0.29162297911578494,0.049299649700263334,0.32581758595754906,1.2664321484920005,0.7693721676811519,1.4426363576063839,-0.09880610689252424,0.04609097155843717,-0.04976492054357859,0.07639303962214714,False,False,False,True,False,False,True
HDAC3_CCN1,HDAC3,CCN1,up,increase,HDAC3_SMARCC1,Diff_Ppi,differential,HDAC3,SMARCC1,0.17089573652611573,0.16649304357038713,1.0264437051621758,0.004402692955728593,0.18572139208438393,0.1311860449783882,1.4157099721619015,0.054535347105995724,0.3892662669997258,0.05013265415026713,0.6197557058829961,1.6950469955218128,0.7709780229433121,2.76537868884968,-0.0823806886997389,0.0843227780487691,-0.04104106862555835,0.14993954074972474,True,False,False,True,False,False,True
YWHAE_MBD3,YWHAE,MBD3,down,decrease,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.16883681142986862,0.16094749029293134,1.049017981719245,0.007889321136937272,0.2013649586301962,0.20382496171989994,0.9879308055846255,-0.002460003089703733,-0.06108717613461956,-0.010349324226641005,0.7737315122837587,1.4462008717803272,0.7256698766197383,1.3608194855089155,-0.04488764658720858,0.06541840948124499,-0.06449456600770202,0.061677600583970094,True,False,False,False,False,False,True
YWHAE_MTA1,YWHAE,MTA1,down,decrease,YWHAE_CAMSAP3,Diff_Ppi,differential,YWHAE,CAMSAP3,0.1460811401335996,0.16094749029293134,0.9076322958980326,-0.014866350159331743,0.1885320880541155,0.20382496171989994,0.9249705554376594,-0.01529287366578444,0.017338259539626755,-0.0004265235064526973,0.6194248580609321,1.2955750107513186,0.6779673359079313,1.2492742308595015,-0.07703924931434793,0.04437047451115458,-0.07580063546977849,0.04229177553915086,False,False,False,False,False,False,True
SMARCA4_EPS15,SMARCA4,EPS15,up,increase,SMARCA4_BCL7B,Apms_Ppi,insig,SMARCA4,BCL7B,0.17299741655131234,0.22153682711994876,0.7808968775094207,-0.04853941056863642,0.14521959547703578,0.14328479826715235,1.0135031575804436,0.001934797209883432,0.2326062800710229,0.05047420777851985,0.5429297225129848,1.0933261247547887,0.6516843661077695,1.7349607722750475,-0.11400665101856214,0.016999284447786613,-0.06351896656308209,0.07120788342443604,False,False,False,True,False,False,True
BARD1_CITED2,BARD1,CITED2,up,increase,BARD1_BRCA1,Apms_Ppi,insig,BARD1,BRCA1,0.2234335736618696,0.17832803508166192,1.2529357683975628,0.04510553858020769,0.2419295754679205,0.179186246117168,1.3501570612162124,0.0627433293507525,0.09722129281864955,0.01763779077054481,0.897171525917743,1.7979575411849917,0.9980306216705475,1.9073042428430007,-0.02126236739584543,0.11134695349892591,-0.0004405148952832205,0.12691802555184994,True,False,False,True,False,False,True
PIM1_HDAC2,PIM1,HDAC2,insig,posctl,PIM1_HDAC2,Apms_Ppi,self,PIM1,HDAC2,0.2157453224657942,0.2157453224657942,1.0,0.0,0.2310645288730006,0.2310645288730006,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
YWHAG_YWHAE,YWHAG,YWHAE,insig,posctl,YWHAG_YWHAE,Apms_Ppi,self,YWHAG,YWHAE,0.12288389357825817,0.12288389357825817,1.0,0.0,0.2150610147054901,0.2150610147054901,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
